Index,State/Union Territory,District,Crop,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
329,Andhra Pradesh,Prakasam,Rice,2018,Rabi       ,37490,126566,3.375993598
330,Andhra Pradesh,Prakasam,Rice,2018,Total,65268,228602,3.502512717
331,Andhra Pradesh,Prakasam,Rice,2019,Kharif     ,29872,111711,3.739655865
332,Andhra Pradesh,Prakasam,Rice,2019,Rabi       ,50503,191440,3.790665901
333,Andhra Pradesh,Prakasam,Rice,2019,Total,80375,303151,3.771707621
335,Andhra Pradesh,Rangareddi,Rice,2010,Rabi       ,21375,57264,2.679017544
336,Andhra Pradesh,Rangareddi,Rice,2010,Total,52360,136101,2.599331551
337,Andhra Pradesh,Rangareddi,Rice,2011,Kharif     ,29334,67684,2.307356651
338,Andhra Pradesh,Rangareddi,Rice,2011,Rabi       ,14333,35417,2.471010954
339,Andhra Pradesh,Rangareddi,Rice,2011,Total,43667,103101,2.36107358
340,Andhra Pradesh,Rangareddi,Rice,2012,Kharif     ,29000,68000,2.344827586
341,Andhra Pradesh,Rangareddi,Rice,2012,Rabi       ,12000,30000,2.5
342,Andhra Pradesh,Rangareddi,Rice,2012,Total,41000,98000,2.390243902
344,Andhra Pradesh,SPSR Nellore,Rice,2010,Rabi       ,200990,777027,3.865998308
345,Andhra Pradesh,SPSR Nellore,Rice,2010,Total,270863,1005512,3.712253058
346,Andhra Pradesh,SPSR Nellore,Rice,2011,Kharif     ,53137,195269,3.674821687
347,Andhra Pradesh,SPSR Nellore,Rice,2011,Rabi       ,201435,836157,4.151001564
348,Andhra Pradesh,SPSR Nellore,Rice,2011,Total,254572,1031426,4.051608189
349,Andhra Pradesh,SPSR Nellore,Rice,2012,Kharif     ,54000,214000,3.962962963
350,Andhra Pradesh,SPSR Nellore,Rice,2012,Rabi       ,197000,812000,4.121827411
351,Andhra Pradesh,SPSR Nellore,Rice,2012,Total,251000,1026000,4.087649402
352,Andhra Pradesh,SPSR Nellore,Rice,2013,Kharif     ,32241,115455,3.580999349
353,Andhra Pradesh,SPSR Nellore,Rice,2013,Rabi       ,192652,795653,4.130001246
354,Andhra Pradesh,SPSR Nellore,Rice,2013,Total,224893,911108,4.051295505
355,Andhra Pradesh,SPSR Nellore,Rice,2014,Kharif     ,62232,232561,3.737000257
356,Andhra Pradesh,SPSR Nellore,Rice,2014,Rabi       ,178491,736454,4.126000751
357,Andhra Pradesh,SPSR Nellore,Rice,2014,Total,240723,969015,4.025435874
358,Andhra Pradesh,SPSR Nellore,Rice,2015,Kharif     ,30413,110683,3.639331865
359,Andhra Pradesh,SPSR Nellore,Rice,2015,Rabi       ,257837,1179003,4.572668003
360,Andhra Pradesh,SPSR Nellore,Rice,2015,Total,288250,1289686,4.474192541
361,Andhra Pradesh,SPSR Nellore,Rice,2016,Kharif     ,73827,287991,3.900889918
362,Andhra Pradesh,SPSR Nellore,Rice,2016,Rabi       ,130801,577103,4.412068715
363,Andhra Pradesh,SPSR Nellore,Rice,2016,Total,204628,865094,4.227642356
364,Andhra Pradesh,SPSR Nellore,Rice,2017,Kharif     ,21184,81029,3.825009441
365,Andhra Pradesh,SPSR Nellore,Rice,2017,Rabi       ,203344,955513,4.698997758
366,Andhra Pradesh,SPSR Nellore,Rice,2017,Total,224528,1036542,4.616537804
367,Andhra Pradesh,SPSR Nellore,Rice,2018,Kharif     ,26638,94011,3.529206397
368,Andhra Pradesh,SPSR Nellore,Rice,2018,Rabi       ,140225,591174,4.215895882
369,Andhra Pradesh,SPSR Nellore,Rice,2018,Total,166863,685185,4.106272811
370,Andhra Pradesh,SPSR Nellore,Rice,2019,Kharif     ,16680,64015,3.837829736
371,Andhra Pradesh,SPSR Nellore,Rice,2019,Rabi       ,215725,925460,4.289998841
372,Andhra Pradesh,SPSR Nellore,Rice,2019,Total,232405,989475,4.257546094
373,Andhra Pradesh,Srikakulam,Rice,2010,Kharif     ,205853,167482,0.813599996
374,Andhra Pradesh,Srikakulam,Rice,2010,Rabi       ,7098,16822,2.36996337
375,Andhra Pradesh,Srikakulam,Rice,2010,Total,212951,184304,0.865476095
376,Andhra Pradesh,Srikakulam,Rice,2011,Kharif     ,208239,399240,1.917220117
377,Andhra Pradesh,Srikakulam,Rice,2011,Rabi       ,2178,4593,2.108815427
378,Andhra Pradesh,Srikakulam,Rice,2011,Total,210417,403833,1.919203296
379,Andhra Pradesh,Srikakulam,Rice,2012,Kharif     ,206000,521000,2.529126214
380,Andhra Pradesh,Srikakulam,Rice,2012,Rabi       ,3000,8000,2.666666667
381,Andhra Pradesh,Srikakulam,Rice,2012,Total,209000,529000,2.531100479
382,Andhra Pradesh,Srikakulam,Rice,2013,Kharif     ,199717,347108,1.737999269
383,Andhra Pradesh,Srikakulam,Rice,2013,Rabi       ,3425,8158,2.38189781
384,Andhra Pradesh,Srikakulam,Rice,2013,Total,203142,355266,1.74885548
385,Andhra Pradesh,Srikakulam,Rice,2014,Kharif     ,205485,434806,2.115998735
386,Andhra Pradesh,Srikakulam,Rice,2014,Rabi       ,4730,12866,2.720084567
387,Andhra Pradesh,Srikakulam,Rice,2014,Total,210215,447672,2.129591133
388,Andhra Pradesh,Srikakulam,Rice,2015,Kharif     ,204003,470320,2.305456292
389,Andhra Pradesh,Srikakulam,Rice,2015,Rabi       ,2791,7565,2.710498029
390,Andhra Pradesh,Srikakulam,Rice,2015,Total,206794,477885,2.310922948
391,Andhra Pradesh,Srikakulam,Rice,2016,Kharif     ,203411,605174,2.975129172
392,Andhra Pradesh,Srikakulam,Rice,2016,Rabi       ,2344,6524,2.783276451
393,Andhra Pradesh,Srikakulam,Rice,2016,Total,205755,611698,2.972943549
394,Andhra Pradesh,Srikakulam,Rice,2017,Kharif     ,210682,531129,2.520998472
395,Andhra Pradesh,Srikakulam,Rice,2017,Rabi       ,4045,12293,3.039060569
396,Andhra Pradesh,Srikakulam,Rice,2017,Total,214727,543422,2.53075766
397,Andhra Pradesh,Srikakulam,Rice,2018,Kharif     ,209426,431177,2.058851337
398,Andhra Pradesh,Srikakulam,Rice,2018,Rabi       ,5236,14926,2.850649351
399,Andhra Pradesh,Srikakulam,Rice,2018,Total,214662,446103,2.078164743
400,Andhra Pradesh,Srikakulam,Rice,2019,Kharif     ,209640,594503,2.835828086
401,Andhra Pradesh,Srikakulam,Rice,2019,Rabi       ,9520,30457,3.199264706
402,Andhra Pradesh,Srikakulam,Rice,2019,Total,219160,624960,2.851615258
403,Andhra Pradesh,Visakhapatnam,Rice,2010,Kharif     ,110289,192378,1.744308136
404,Andhra Pradesh,Visakhapatnam,Rice,2010,Rabi       ,7262,9383,1.292068301
405,Andhra Pradesh,Visakhapatnam,Rice,2010,Total,117551,201761,1.716369916
406,Andhra Pradesh,Visakhapatnam,Rice,2011,Kharif     ,109505,166766,1.52290763
407,Andhra Pradesh,Visakhapatnam,Rice,2011,Rabi       ,2617,2973,1.136033626
408,Andhra Pradesh,Visakhapatnam,Rice,2011,Total,112122,169739,1.51387774
409,Andhra Pradesh,Visakhapatnam,Rice,2012,Kharif     ,99000,142000,1.434343434
410,Andhra Pradesh,Visakhapatnam,Rice,2012,Rabi       ,5000,10000,2
411,Andhra Pradesh,Visakhapatnam,Rice,2012,Total,104000,152000,1.461538462
412,Andhra Pradesh,Visakhapatnam,Rice,2013,Kharif     ,98637,171530,1.739002606
413,Andhra Pradesh,Visakhapatnam,Rice,2013,Rabi       ,6759,13126,1.942003255
414,Andhra Pradesh,Visakhapatnam,Rice,2013,Total,105396,184656,1.75202095
415,Andhra Pradesh,Visakhapatnam,Rice,2014,Kharif     ,98190,159755,1.626998676
416,Andhra Pradesh,Visakhapatnam,Rice,2014,Rabi       ,7238,18052,2.494059132
417,Andhra Pradesh,Visakhapatnam,Rice,2014,Total,105428,177807,1.686525401
418,Andhra Pradesh,Visakhapatnam,Rice,2015,Kharif     ,103090,219339,2.127645746
419,Andhra Pradesh,Visakhapatnam,Rice,2015,Rabi       ,4515,10920,2.418604651
420,Andhra Pradesh,Visakhapatnam,Rice,2015,Total,107605,230259,2.139854096
421,Andhra Pradesh,Visakhapatnam,Rice,2016,Kharif     ,105460,237203,2.249222454
422,Andhra Pradesh,Visakhapatnam,Rice,2016,Rabi       ,4455,9361,2.101234568
423,Andhra Pradesh,Visakhapatnam,Rice,2016,Total,109915,246564,2.24322431
424,Andhra Pradesh,Visakhapatnam,Rice,2017,Kharif     ,104922,218972,2.08699796
425,Andhra Pradesh,Visakhapatnam,Rice,2017,Rabi       ,4038,9905,2.452947004
426,Andhra Pradesh,Visakhapatnam,Rice,2017,Total,108960,228877,2.100559839
427,Andhra Pradesh,Visakhapatnam,Rice,2018,Kharif     ,99900,168397,1.685655656
428,Andhra Pradesh,Visakhapatnam,Rice,2018,Rabi       ,2984,7742,2.594504021
429,Andhra Pradesh,Visakhapatnam,Rice,2018,Total,102884,176139,1.712015474
430,Andhra Pradesh,Visakhapatnam,Rice,2019,Kharif     ,96998,230642,2.377801604
431,Andhra Pradesh,Visakhapatnam,Rice,2019,Rabi       ,6559,18873,2.877420339
432,Andhra Pradesh,Visakhapatnam,Rice,2019,Total,103557,249515,2.409446006
433,Andhra Pradesh,Vizianagaram,Rice,2010,Kharif     ,126290,325213,2.575128672
434,Andhra Pradesh,Vizianagaram,Rice,2010,Rabi       ,7254,23452,3.23297491
435,Andhra Pradesh,Vizianagaram,Rice,2010,Total,133544,348665,2.610862338
436,Andhra Pradesh,Vizianagaram,Rice,2011,Kharif     ,123491,265106,2.146763732
437,Andhra Pradesh,Vizianagaram,Rice,2011,Rabi       ,1078,2639,2.448051948
438,Andhra Pradesh,Vizianagaram,Rice,2011,Total,124569,267745,2.149371031
439,Andhra Pradesh,Vizianagaram,Rice,2012,Kharif     ,119000,307000,2.579831933
440,Andhra Pradesh,Vizianagaram,Rice,2012,Rabi       ,7000,14000,2
441,Andhra Pradesh,Vizianagaram,Rice,2012,Total,126000,321000,2.547619048
442,Andhra Pradesh,Vizianagaram,Rice,2013,Kharif     ,109271,270446,2.475002517
443,Andhra Pradesh,Vizianagaram,Rice,2013,Rabi       ,7507,20479,2.727987212
444,Andhra Pradesh,Vizianagaram,Rice,2013,Total,116778,290925,2.491265478
445,Andhra Pradesh,Vizianagaram,Rice,2014,Kharif     ,119229,314526,2.637999145
446,Andhra Pradesh,Vizianagaram,Rice,2014,Rabi       ,5357,17314,3.232032854
447,Andhra Pradesh,Vizianagaram,Rice,2014,Total,124586,331840,2.66354165
448,Andhra Pradesh,Vizianagaram,Rice,2015,Kharif     ,124275,366590,2.949829008
449,Andhra Pradesh,Vizianagaram,Rice,2015,Rabi       ,2416,6667,2.759519868
450,Andhra Pradesh,Vizianagaram,Rice,2015,Total,126691,373257,2.946199809
451,Andhra Pradesh,Vizianagaram,Rice,2016,Kharif     ,122205,371142,3.037044311
452,Andhra Pradesh,Vizianagaram,Rice,2016,Rabi       ,3094,9410,3.041370394
453,Andhra Pradesh,Vizianagaram,Rice,2016,Total,125299,380552,3.037151135
454,Andhra Pradesh,Vizianagaram,Rice,2017,Kharif     ,122675,364590,2.971999185
455,Andhra Pradesh,Vizianagaram,Rice,2017,Rabi       ,6167,20098,3.258958975
456,Andhra Pradesh,Vizianagaram,Rice,2017,Total,128842,384688,2.985734466
457,Andhra Pradesh,Vizianagaram,Rice,2018,Kharif     ,121499,284061,2.33796986
458,Andhra Pradesh,Vizianagaram,Rice,2018,Rabi       ,3119,10010,3.209361975
459,Andhra Pradesh,Vizianagaram,Rice,2018,Total,124618,294071,2.359779486
460,Andhra Pradesh,Vizianagaram,Rice,2019,Kharif     ,119381,384713,3.22256473
461,Andhra Pradesh,Vizianagaram,Rice,2019,Rabi       ,7266,22985,3.163363611
462,Andhra Pradesh,Vizianagaram,Rice,2019,Total,126647,407698,3.219168239
464,Andhra Pradesh,Warangal,Rice,2010,Rabi       ,98782,341094,3.45299751
465,Andhra Pradesh,Warangal,Rice,2010,Total,268060,860408,3.209759009
466,Andhra Pradesh,Warangal,Rice,2011,Kharif     ,160729,404520,2.516782908
467,Andhra Pradesh,Warangal,Rice,2011,Rabi       ,63620,169420,2.662999057
468,Andhra Pradesh,Warangal,Rice,2011,Total,224349,573940,2.558246304
469,Andhra Pradesh,Warangal,Rice,2012,Kharif     ,139000,438000,3.151079137
470,Andhra Pradesh,Warangal,Rice,2012,Rabi       ,71000,251000,3.535211268
471,Andhra Pradesh,Warangal,Rice,2012,Total,210000,689000,3.280952381
472,Andhra Pradesh,West Godavari,Rice,2010,Kharif     ,256147,558800,2.181559808
473,Andhra Pradesh,West Godavari,Rice,2010,Rabi       ,200369,931515,4.648997599
474,Andhra Pradesh,West Godavari,Rice,2010,Total,456516,1490315,3.264540564
475,Andhra Pradesh,West Godavari,Rice,2011,Kharif     ,240266,764242,3.180816262
476,Andhra Pradesh,West Godavari,Rice,2011,Rabi       ,123519,544225,4.406002315
477,Andhra Pradesh,West Godavari,Rice,2011,Total,363785,1308467,3.596814052
478,Andhra Pradesh,West Godavari,Rice,2012,Kharif     ,243000,483000,1.987654321
479,Andhra Pradesh,West Godavari,Rice,2012,Rabi       ,180000,806000,4.477777778
480,Andhra Pradesh,West Godavari,Rice,2012,Total,423000,1289000,3.047281324
481,Andhra Pradesh,West Godavari,Rice,2013,Kharif     ,240396,521419,2.169000316
482,Andhra Pradesh,West Godavari,Rice,2013,Rabi       ,180223,820916,4.555001304
483,Andhra Pradesh,West Godavari,Rice,2013,Total,420619,1342335,3.191332298
484,Andhra Pradesh,West Godavari,Rice,2014,Kharif     ,231475,733313,3.168000864
485,Andhra Pradesh,West Godavari,Rice,2014,Rabi       ,177811,891011,5.011000444
486,Andhra Pradesh,West Godavari,Rice,2014,Total,409286,1624324,3.96867716
487,Andhra Pradesh,West Godavari,Rice,2015,Kharif     ,229204,727885,3.175708103
488,Andhra Pradesh,West Godavari,Rice,2015,Rabi       ,174598,830621,4.75733399
489,Andhra Pradesh,West Godavari,Rice,2015,Total,403802,1558506,3.859579695
490,Andhra Pradesh,West Godavari,Rice,2016,Kharif     ,230785,820044,3.553281193
491,Andhra Pradesh,West Godavari,Rice,2016,Rabi       ,168626,846053,5.017334219
492,Andhra Pradesh,West Godavari,Rice,2016,Total,399411,1666097,4.171384864
493,Andhra Pradesh,West Godavari,Rice,2017,Kharif     ,226760,807492,3.560998412
494,Andhra Pradesh,West Godavari,Rice,2017,Rabi       ,166463,886415,5.324997147
495,Andhra Pradesh,West Godavari,Rice,2017,Total,393223,1693907,4.307751581
496,Andhra Pradesh,West Godavari,Rice,2018,Kharif     ,226925,857555,3.779023907
497,Andhra Pradesh,West Godavari,Rice,2018,Rabi       ,169952,887149,5.219997411
498,Andhra Pradesh,West Godavari,Rice,2019,Kharif     ,224398,850763,3.791312757
499,Andhra Pradesh,West Godavari,Rice,2019,Rabi       ,169775,915879,5.394663525
500,Andhra Pradesh,Adilabad,Wheat,2010,Rabi       ,4046,5199,1.284972813
501,Andhra Pradesh,Adilabad,Wheat,2011,Rabi       ,3275,4330,1.322137405
502,Andhra Pradesh,Adilabad,Wheat,2012,Rabi       ,4000,4000,1
503,Andhra Pradesh,Anantapur,Wheat,2010,Rabi       ,131,171,1.305343512
504,Andhra Pradesh,Anantapur,Wheat,2011,Rabi       ,75,100,1.333333333
505,Andhra Pradesh,Anantapur,Wheat,2013,Rabi       ,62,39,0.629032258
506,Andhra Pradesh,Anantapur,Wheat,2015,Rabi       ,19,12,0.631578947
507,Andhra Pradesh,Anantapur,Wheat,2017,Rabi       ,8,6,0.75
508,Andhra Pradesh,Anantapur,Wheat,2019,Rabi       ,10,3,0.3
509,Andhra Pradesh,Guntur,Wheat,2010,Rabi       ,43,56,1.302325581
510,Andhra Pradesh,Guntur,Wheat,2019,Rabi       ,1,0,0
511,Andhra Pradesh,Kadapa,Wheat,2010,Rabi       ,20,26,1.3
512,Andhra Pradesh,Kadapa,Wheat,2011,Rabi       ,17,22,1.294117647
513,Andhra Pradesh,Kadapa,Wheat,2013,Rabi       ,12,8,0.666666667
514,Andhra Pradesh,Kadapa,Wheat,2014,Rabi       ,274,195,0.711678832
515,Andhra Pradesh,Kadapa,Wheat,2015,Rabi       ,4,3,0.75
516,Andhra Pradesh,Kadapa,Wheat,2016,Rabi       ,1,2,2
517,Andhra Pradesh,Kadapa,Wheat,2017,Rabi       ,14,10,0.714285714
518,Andhra Pradesh,Kadapa,Wheat,2019,Rabi       ,1,,0
519,Andhra Pradesh,Karimnagar,Wheat,2010,Rabi       ,7,9,1.285714286
520,Andhra Pradesh,Karimnagar,Wheat,2011,Rabi       ,16,21,1.3125
521,Andhra Pradesh,Kurnool,Wheat,2010,Rabi       ,563,808,1.435168739
522,Andhra Pradesh,Kurnool,Wheat,2011,Rabi       ,221,243,1.099547511
523,Andhra Pradesh,Kurnool,Wheat,2013,Rabi       ,274,202,0.737226277
524,Andhra Pradesh,Kurnool,Wheat,2014,Rabi       ,46,61,1.326086957
525,Andhra Pradesh,Kurnool,Wheat,2015,Rabi       ,141,100,0.709219858
526,Andhra Pradesh,Kurnool,Wheat,2016,Rabi       ,32,74,2.3125
527,Andhra Pradesh,Kurnool,Wheat,2017,Rabi       ,16,11,0.6875
528,Andhra Pradesh,Kurnool,Wheat,2018,Rabi       ,101,19,0.188118812
529,Andhra Pradesh,Kurnool,Wheat,2019,Rabi       ,25,8,0.32
530,Andhra Pradesh,Mahbubnagar,Wheat,2010,Rabi       ,32,42,1.3125
531,Andhra Pradesh,Mahbubnagar,Wheat,2011,Rabi       ,14,20,1.428571429
532,Andhra Pradesh,Medak,Wheat,2010,Rabi       ,2758,3594,1.303118202
533,Andhra Pradesh,Medak,Wheat,2011,Rabi       ,2539,3405,1.341079165
534,Andhra Pradesh,Medak,Wheat,2012,Rabi       ,2000,2000,1
535,Andhra Pradesh,Nizamabad,Wheat,2010,Rabi       ,1672,2179,1.303229665
536,Andhra Pradesh,Nizamabad,Wheat,2011,Rabi       ,1420,1877,1.321830986
537,Andhra Pradesh,Nizamabad,Wheat,2012,Rabi       ,1000,2000,2
538,Andhra Pradesh,Prakasam,Wheat,2018,Rabi       ,1,0,0
539,Andhra Pradesh,Rangareddi,Wheat,2010,Rabi       ,793,1033,1.302648172
540,Andhra Pradesh,Rangareddi,Wheat,2011,Rabi       ,678,896,1.321533923
541,Andhra Pradesh,Rangareddi,Wheat,2012,Rabi       ,1000,1000,1
542,Andhra Pradesh,Vizianagaram,Wheat,2017,Kharif     ,1,1,1
543,Andhra Pradesh,Warangal,Wheat,2010,Rabi       ,20,26,1.3
544,Andhra Pradesh,West Godavari,Wheat,2017,Kharif     ,10,7,0.7
545,Arunachal Pradesh,Anjaw,Rice,2010,Kharif     ,3949,3631,0.919473284
546,Arunachal Pradesh,Anjaw,Rice,2011,Kharif     ,3489,2988,0.856405847
547,Arunachal Pradesh,Anjaw,Rice,2012,Kharif     ,3561,2996,0.841336703
548,Arunachal Pradesh,Anjaw,Rice,2013,Kharif     ,3561,2624,0.736871665
549,Arunachal Pradesh,Anjaw,Rice,2014,Kharif     ,3561,2394,0.672283067
550,Arunachal Pradesh,Anjaw,Rice,2015,Kharif     ,3655,2507,0.685909713
551,Arunachal Pradesh,Anjaw,Rice,2016,Kharif     ,3655,2508,0.686183311
552,Arunachal Pradesh,Anjaw,Rice,2017,Kharif     ,3703,3774.66,1.019351877
553,Arunachal Pradesh,Anjaw,Rice,2018,Kharif     ,3727,3853.3,1.033887846
554,Arunachal Pradesh,Anjaw,Rice,2019,Kharif     ,3741,4069,1.087677092
555,Arunachal Pradesh,Changlang,Rice,2010,Kharif     ,9585,18265,1.905581638
556,Arunachal Pradesh,Changlang,Rice,2011,Kharif     ,10260,20873,2.034405458
557,Arunachal Pradesh,Changlang,Rice,2012,Kharif     ,9605,19512,2.031441957
558,Arunachal Pradesh,Changlang,Rice,2013,Kharif     ,9681,19750,2.040078504
559,Arunachal Pradesh,Changlang,Rice,2014,Kharif     ,9081,20169,2.221010902
560,Arunachal Pradesh,Changlang,Rice,2015,Kharif     ,9175,19987,2.178419619
561,Arunachal Pradesh,Changlang,Rice,2016,Kharif     ,9375,20653.33,2.203021867
562,Arunachal Pradesh,Changlang,Rice,2017,Kharif     ,9423,20814,2.208850685
563,Arunachal Pradesh,Changlang,Rice,2018,Kharif     ,9447,20892.6,2.211559225
564,Arunachal Pradesh,Changlang,Rice,2019,Kharif     ,9461,21108,2.2310538
565,Arunachal Pradesh,Dibang Valley,Rice,2010,Kharif     ,1585,1268,0.8
566,Arunachal Pradesh,Dibang Valley,Rice,2011,Kharif     ,1610,1382,0.858385093
567,Arunachal Pradesh,Dibang Valley,Rice,2012,Kharif     ,1682,1420,0.844233056
568,Arunachal Pradesh,Dibang Valley,Rice,2013,Kharif     ,1690,1486,0.879289941
569,Arunachal Pradesh,Dibang Valley,Rice,2014,Kharif     ,1690,1485,0.878698225
570,Arunachal Pradesh,Dibang Valley,Rice,2015,Kharif     ,1690,1487,0.879881657
571,Arunachal Pradesh,Dibang Valley,Rice,2016,Kharif     ,1759,1634,0.928936896
572,Arunachal Pradesh,Dibang Valley,Rice,2017,Kharif     ,1807,1834,1.014941893
573,Arunachal Pradesh,Dibang Valley,Rice,2018,Kharif     ,1831,1912.6,1.044565811
574,Arunachal Pradesh,Dibang Valley,Rice,2019,Kharif     ,1845,2128,1.153387534
575,Arunachal Pradesh,East Kameng,Rice,2010,Kharif     ,8267,7178,0.868271441
576,Arunachal Pradesh,East Kameng,Rice,2011,Kharif     ,8398,7822,0.931412241
577,Arunachal Pradesh,East Kameng,Rice,2012,Kharif     ,8768,8442,0.962819343
578,Arunachal Pradesh,East Kameng,Rice,2013,Kharif     ,8968,9087,1.013269402
579,Arunachal Pradesh,East Kameng,Rice,2014,Kharif     ,8968,9436,1.052185549
580,Arunachal Pradesh,East Kameng,Rice,2015,Kharif     ,9062,11137,1.228978151
581,Arunachal Pradesh,East Kameng,Rice,2016,Kharif     ,9047,11158,1.233337018
582,Arunachal Pradesh,East Kameng,Rice,2017,Kharif     ,9095,11824.66,1.300127543
583,Arunachal Pradesh,East Kameng,Rice,2018,Kharif     ,9119,11903,1.305296633
584,Arunachal Pradesh,East Kameng,Rice,2019,Kharif     ,6393,8483,1.326920069
585,Arunachal Pradesh,East Siang,Rice,2010,Kharif     ,15137,24103,1.592323446
586,Arunachal Pradesh,East Siang,Rice,2011,Kharif     ,15378,26268,1.708154506
587,Arunachal Pradesh,East Siang,Rice,2012,Kharif     ,16770,27098,1.615861658
588,Arunachal Pradesh,East Siang,Rice,2013,Kharif     ,16770,27044,1.612641622
589,Arunachal Pradesh,East Siang,Rice,2014,Kharif     ,16120,27463,1.70366005
590,Arunachal Pradesh,East Siang,Rice,2015,Kharif     ,11378,19388,1.703990156
591,Arunachal Pradesh,East Siang,Rice,2016,Kharif     ,11743,21388,1.821340373
592,Arunachal Pradesh,East Siang,Rice,2017,Kharif     ,11791,22816.66,1.935091171
593,Arunachal Pradesh,East Siang,Rice,2018,Kharif     ,14046,25650.6,1.826185391
594,Arunachal Pradesh,East Siang,Rice,2019,Kharif     ,14060,25866,1.839687056
595,Arunachal Pradesh,Kamle,Rice,2018,Kharif     ,3581,7845,2.190728847
596,Arunachal Pradesh,Kamle,Rice,2019,Kharif     ,3595,8061,2.242280946
597,Arunachal Pradesh,Kra daadi,Rice,2015,Kharif     ,181,1299,7.17679558
598,Arunachal Pradesh,Kra daadi,Rice,2016,Kharif     ,500,678.66,1.35732
599,Arunachal Pradesh,Kra daadi,Rice,2017,Kharif     ,570,878.66,1.541508772
600,Arunachal Pradesh,Kra daadi,Rice,2018,Kharif     ,594,957.3,1.611616162
601,Arunachal Pradesh,Kra daadi,Rice,2019,Kharif     ,608,1173,1.929276316
602,Arunachal Pradesh,Kurung Kumey,Rice,2010,Kharif     ,400,527,1.3175
603,Arunachal Pradesh,Kurung Kumey,Rice,2011,Kharif     ,406,574,1.413793103
604,Arunachal Pradesh,Kurung Kumey,Rice,2012,Kharif     ,410,590,1.43902439
605,Arunachal Pradesh,Kurung Kumey,Rice,2013,Kharif     ,53,74,1.396226415
606,Arunachal Pradesh,Kurung Kumey,Rice,2014,Kharif     ,53,74,1.396226415
607,Arunachal Pradesh,Kurung Kumey,Rice,2015,Kharif     ,156,1092,7
608,Arunachal Pradesh,Kurung Kumey,Rice,2016,Kharif     ,535,718.66,1.34328972
609,Arunachal Pradesh,Kurung Kumey,Rice,2017,Kharif     ,601,918.66,1.528552413
610,Arunachal Pradesh,Kurung Kumey,Rice,2018,Kharif     ,625,997.3,1.59568
611,Arunachal Pradesh,Kurung Kumey,Rice,2019,Kharif     ,639,1213,1.89827856
612,Arunachal Pradesh,Leparada,Rice,2019,Kharif     ,3521,5649,1.604373758
